0,0.544542,1.084854,0.1244979,333.8174,351.472,4.484941,-0.000183821,0.988575,0.2010995,298.483,36.15343,358.466,-0.0158582,1.1041,-0.1293676,334.6558,5.461446,354.3144,2,2,11,7,2019,1,30,52,242
0.01111111,0.5456015,1.087161,0.123674,332.6518,351.4048,4.220892,-0.000421643,0.988363,0.2008542,298.477,36.16179,358.4557,-0.01589525,1.104134,-0.1293996,334.6436,5.470989,354.3268,2,2,11,7,2019,1,30,52,250
0.02222222,0.5461131,1.088111,0.1236361,332.1346,351.1769,4.596943,-0.000474811,0.9883487,0.2007891,298.4737,36.17372,358.4546,-0.01577506,1.104052,-0.1293891,334.6108,5.479965,354.3275,2,2,11,7,2019,1,30,52,261
0.03333334,0.5452036,1.0895,0.1235537,331.9512,350.6229,5.877488,-0.000285864,0.9881341,0.200821,298.4831,36.2082,358.4243,-0.0157221,1.10414,-0.1292515,334.5932,5.480628,354.326,2,2,11,7,2019,1,30,52,274
0.04444445,0.5456413,1.090543,0.1237069,331.627,350.4756,6.487381,-0.000310898,0.9880965,0.2010133,298.4886,36.20268,358.4348,-0.01578683,1.104193,-0.1292246,334.5696,5.476142,354.3429,2,2,11,7,2019,1,30,52,283
0.05555556,0.5462886,1.091131,0.1239132,331.5738,350.5945,7.129579,-0.000199914,0.9882718,0.201129,298.4858,36.19156,358.4499,-0.01592232,1.104312,-0.1292325,334.5526,5.467052,354.3597,2,2,11,7,2019,1,30,52,295
0.06666667,0.5476397,1.091449,0.1245311,331.6869,351.0727,7.261683,-0.000406027,0.9884187,0.201124,298.4855,36.18498,358.4615,-0.01603913,1.104265,-0.1291886,334.5291,5.467037,354.3589,2,2,11,7,2019,1,30,52,307
0.07777778,0.5491964,1.091665,0.1253612,331.9537,351.8129,7.07256,-0.000409603,0.9884311,0.2011696,298.4856,36.1843,358.4581,-0.01610262,1.104274,-0.1292388,334.5168,5.453713,354.3696,2,2,11,7,2019,1,30,52,318
0.08888889,0.5501372,1.091003,0.1258578,332.2042,352.4787,6.805254,-0.000452876,0.9883481,0.2010403,298.4787,36.20169,358.4349,-0.0160892,1.104233,-0.1292632,334.5005,5.434447,354.3839,2,2,11,7,2019,1,30,52,329
0.1,0.5527993,1.089882,0.1265939,332.737,353.3023,5.984031,-0.000387311,0.9883337,0.2010076,298.4791,36.21928,358.4125,-0.01606341,1.10433,-0.1292819,334.4793,5.418479,354.3956,2,2,11,7,2019,1,30,52,340
0.1111111,0.5541521,1.089327,0.1267718,333.0272,353.7527,5.086469,-0.000384212,0.9883375,0.2009951,298.475,36.21246,358.4084,-0.01611981,1.104346,-0.1293693,334.4521,5.394417,354.4125,2,2,11,7,2019,1,30,52,351
0.1222222,0.5544833,1.088965,0.1266901,333.1873,353.6169,4.563118,-0.000165701,0.988505,0.2008822,298.4725,36.22203,358.3997,-0.01616633,1.104334,-0.1293982,334.4279,5.387011,354.4139,2,2,11,7,2019,1,30,52,362
0.1333333,0.5548207,1.088225,0.1276265,333.6613,353.0917,4.612148,-8.80E-05,0.9884965,0.2008844,298.4859,36.23754,358.3901,-0.01626135,1.104286,-0.1294589,334.4032,5.346594,354.4365,2,2,11,7,2019,1,30,52,374
0.1444445,0.5542022,1.086798,0.1275004,334.1009,352.5884,5.412842,-9.70E-05,0.988533,0.2009019,298.4747,36.22325,358.4121,-0.01637761,1.104323,-0.1294926,334.3863,5.329752,354.4586,2,2,11,7,2019,1,30,52,385
0.1555556,0.5539395,1.086417,0.1277293,334.1162,352.1922,6.284373,-0.000246167,0.9884081,0.2009719,298.4736,36.19611,358.4409,-0.01635008,1.104269,-0.129557,334.3498,5.31822,354.4774,2,2,11,7,2019,1,30,52,395
0.1666667,0.5538794,1.086063,0.1273864,334.1288,351.9293,6.785528,-9.50E-05,0.9882841,0.2010135,298.4884,36.19151,358.4522,-0.01632359,1.104382,-0.1296228,334.3194,5.29968,354.4982,2,2,11,7,2019,1,30,52,406
0.1777778,0.5538012,1.085865,0.1268872,333.9413,351.7168,7.004033,-2.72E-05,0.9883629,0.2010355,298.4828,36.19361,358.4448,-0.01644652,1.104448,-0.1296323,334.2925,5.29744,354.5138,2,2,11,7,2019,1,30,52,417
0.1888889,0.554119,1.085955,0.126508,333.7333,351.7183,6.976172,-1.59E-05,0.9883527,0.2011382,298.4831,36.20519,358.429,-0.01658351,1.10455,-0.1297099,334.2472,5.282292,354.5331,2,2,11,7,2019,1,30,52,428
0.2,0.5541223,1.086269,0.126037,333.5928,351.7839,7.109866,-0.000225306,0.9885426,0.2011329,298.4791,36.20304,358.4329,-0.01663139,1.104602,-0.129864,334.2091,5.283299,354.5291,2,2,11,7,2019,1,30,52,440
0.2111111,0.5545527,1.086316,0.1254456,333.5153,351.8448,7.268488,-0.000240684,0.9885366,0.2009924,298.4762,36.20198,358.4286,-0.01672391,1.104635,-0.1299402,334.166,5.287318,354.5326,2,2,11,7,2019,1,30,52,451
0.2222222,0.5550219,1.086218,0.124926,333.4548,351.9562,7.296107,-0.00022924,0.9885579,0.2010211,298.4739,36.22263,358.4051,-0.01665333,1.104583,-0.1300638,334.1242,5.277975,354.5438,2,2,11,7,2019,1,30,52,462
0.2333333,0.5557534,1.085827,0.1246385,333.4731,352.0452,7.289549,-9.11E-05,0.9884725,0.2010471,298.4755,36.22404,358.4054,-0.01671905,1.104615,-0.1301533,334.0848,5.278885,354.5515,2,2,11,7,2019,1,30,52,473
0.2444444,0.5560919,1.085548,0.1242366,333.5025,352.093,7.334042,-6.95E-05,0.9884878,0.2010446,298.4729,36.21709,358.4143,-0.01679033,1.104664,-0.130286,334.0295,5.2732,354.5677,2,2,11,7,2019,1,30,52,484
0.2555556,0.5564979,1.085184,0.123844,333.5904,352.1708,7.269652,-0.00017643,0.9883741,0.2010531,298.4774,36.21914,358.4168,-0.01682949,1.104697,-0.130399,333.9622,5.263762,354.5816,2,2,11,7,2019,1,30,52,495
0.2666667,0.5570925,1.08461,0.1236295,333.7264,352.238,7.178785,-0.000166774,0.9883841,0.201068,298.4793,36.19432,358.4364,-0.01684937,1.104796,-0.130565,333.9138,5.253584,354.5912,2,2,11,7,2019,1,30,52,507
0.2777778,0.5574375,1.084207,0.1232539,333.8566,352.2722,7.169141,-0.000136495,0.9884231,0.2009648,298.4781,36.18779,358.4437,-0.016906,1.104855,-0.1307462,333.8666,5.239964,354.6059,2,2,11,7,2019,1,30,52,518
0.2888889,0.5577284,1.083682,0.1228126,334.0375,352.3186,7.155629,-8.03E-05,0.9884212,0.2008155,298.4701,36.21659,358.4103,-0.0169072,1.104866,-0.1308776,333.8094,5.221645,354.6083,2,2,11,7,2019,1,30,52,529
0.3,0.5581998,1.083161,0.1225056,334.1575,352.3614,7.060791,-7.71E-05,0.988412,0.2008033,298.4717,36.20073,358.4269,-0.01701169,1.10484,-0.1309407,333.776,5.204602,354.6235,2,2,11,7,2019,1,30,52,541
0.3111111,0.5583304,1.082623,0.1222118,334.2685,352.3561,6.898125,-0.000269175,0.9882116,0.2009219,298.4723,36.19021,358.437,-0.0171269,1.10489,-0.1310479,333.7424,5.198668,354.623,2,2,11,7,2019,1,30,52,552
0.3222222,0.5585331,1.082227,0.1218412,334.347,352.3455,6.754735,-0.000305533,0.9882033,0.2009335,298.4672,36.21655,358.414,-0.01720829,1.104913,-0.1311566,333.6905,5.17842,354.6384,2,2,11,7,2019,1,30,52,563
0.3333333,0.5586876,1.081856,0.1214063,334.415,352.337,6.653709,-0.00038147,0.9882222,0.2009273,298.469,36.2061,358.4277,-0.01709483,1.105073,-0.1311447,333.6565,5.149457,354.6741,2,2,11,7,2019,1,30,52,574
0.3444445,0.5590993,1.08169,0.1211048,334.4805,352.3273,6.576261,-0.000216007,0.9883987,0.2010401,298.4763,36.21671,358.4238,-0.017159,1.105112,-0.1312936,333.6057,5.137077,354.6897,2,2,11,7,2019,1,30,52,585
0.3555556,0.5592581,1.081285,0.1204667,334.4603,352.3014,6.557328,-0.000205278,0.988399,0.2009298,298.4715,36.2201,358.4178,-0.017146,1.105145,-0.1314114,333.5591,5.113624,354.7039,2,2,11,7,2019,1,30,52,597
