51836,0.111402,0.032716,9.779756,0,0,-0.032242,-0.394531,0.036133,-0.679443,0.191583,-0.653676,-175.458449
51837,0.092071,0.033478,9.817516,0,0,0.005318,-0.401123,0.036133,-0.667969,0.196427,-0.538091,-175.571134
51838,0.068388,0.027755,9.821643,0.033261,0.008095,0.009173,-0.398926,0.036133,-0.667969,0.1937,-0.595315,-175.514217
51839,0.06165,0.040729,9.802234,0.040634,-0.004712,-0.010261,-0.396729,0.033936,-0.670166,0.190361,-0.594627,-175.514243
51840,0.014589,0.02915,9.810481,0.086604,0.010026,-0.00254,-0.398926,0.036133,-0.672607,0.187649,-0.593091,-175.514694
51841,0.018874,0.035183,9.844116,0.083063,0.003393,0.031158,-0.392334,0.031738,-0.670166,0.185666,-0.593641,-175.515282
51842,-0.03021,-0.002385,9.804502,0.128645,0.044176,-0.009082,-0.396729,0.033936,-0.670166,0.183629,-0.592893,-175.515526
51843,-0.062652,0.024611,9.803436,0.162805,0.019287,-0.010391,-0.398926,0.03833,-0.675049,0.180012,-0.589644,-175.516009
51844,-0.039514,0.029669,9.799316,0.139687,0.0119,-0.014249,-0.392334,0.033936,-0.670166,0.178045,-0.588641,-175.515108
51845,-0.058688,0.030292,9.83707,0.159102,0.012624,0.02331,-0.394775,0.040527,-0.672852,0.176519,-0.586949,-175.515691
51846,-0.039909,0.029291,9.799316,0.139355,0.011857,-0.014244,-0.392578,0.03833,-0.67041,0.176931,-0.583805,-175.516028
51847,-0.033463,0.01605,9.818724,0.131982,0.024664,0.005189,-0.396729,0.033936,-0.672607,0.176931,-0.583805,-175.516028
51848,-0.029006,0.022431,9.85236,0.127909,0.017961,0.038894,-0.392334,0.033936,-0.670166,0.176087,-0.581438,-175.516833
51849,-0.009967,0.021492,9.814607,0.108498,0.017238,0.001333,-0.396729,0.036133,-0.672607,0.176485,-0.580851,-175.518659
51850,0.01976,0.013807,9.829898,0.07744,0.022588,0.016909,-0.398926,0.031738,-0.672363,0.176696,-0.574338,-175.518652
51851,0.010693,0.046659,9.824716,0.088644,-0.009659,0.011741,-0.394531,0.031738,-0.667969,0.174435,-0.572328,-175.519698
51852,-0.001979,-0.011854,9.819789,0.09569,0.049275,0.006519,-0.398926,0.033936,-0.672607,0.173514,-0.567906,-175.520503
51853,0.066073,0.02433,9.821668,0.030649,0.007764,0.009182,-0.396729,0.036133,-0.677246,0.172724,-0.566533,-175.520623
51854,0.057123,0.05725,9.816488,0.040856,-0.024655,0.004018,-0.396729,0.036133,-0.67041,0.171952,-0.559142,-175.521416
51855,0.06354,0.043946,9.835898,0.033477,-0.011849,0.02345,-0.40332,0.036133,-0.67041,0.171952,-0.559141,-175.521416
51856,0.048795,0.005345,9.845195,0.044171,0.027634,0.032492,-0.398682,0.029541,-0.672363,0.170998,-0.552646,-175.521874
51857,0.035467,0.03178,9.806378,0.058935,0.002023,-0.006371,-0.392334,0.033936,-0.670166,0.170152,-0.550219,-175.52165
51858,0.009615,0.045821,9.824721,0.084558,-0.010217,0.011776,-0.398926,0.033936,-0.66333,0.168871,-0.542653,-175.523308
51859,0.016105,0.032409,9.84413,0.077174,0.002589,0.031207,-0.401123,0.036133,-0.667969,0.168306,-0.542786,-175.522627
51860,-0.011864,0.0202,9.814607,0.10239,0.016446,0.0014,-0.398926,0.033936,-0.672607,0.165847,-0.533153,-175.523616
